,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
26788,3NQW7LJpWKQvGqcRDw2KFu,George Bruns,La Bella Addormentata nel Bosco (Colonna Sonora Originale),"Awakening - From ""Sleeping Beauty""/Score",19,164306,False,0.34,0.0596,5,-17.785,1,0.0302,0.978,0.488,0.0961,0.0375,94.25,3,disney
26380,627WKPoLXqrzr18vN5Q6zo,Chorus - Sleeping Beauty,La Belle au Bois Dormant (Bande originale française du Film),"L'oiseau bleu/Je voudrais - De ""La Belle au Bois Dormant""/Bande Originale Française du Film",24,237466,False,0.216,0.153,1,-15.825,1,0.0423,0.982,0.0857,0.0952,0.134,84.145,4,disney
26938,51Fw32KFm2W0Fk5B0ebWMB,Pia Allgaier;Friedel Morgenstern,Die bunte Seite des Monds (Musik zum Netflix Film),Lass neue Liebe zu,18,216200,False,0.306,0.148,2,-14.233,1,0.0379,0.901,6.35e-06,0.09,0.151,75.52,4,disney
26425,2IVab0m6jTd7uk224PrpV5,Raquel Ferreira,Frozen 2: O Reino do Gelo (Banda Sonora Original em Português/Deluxe Edition),Tudo Encontrarás,23,125680,False,0.239,0.231,5,-11.927,1,0.0344,0.909,0.000305,0.0796,0.0945,92.517,5,disney
27924,1HbH5Er03lllJnQuloK2Cn,InsideInfo;Mefjus;The Upbeats,Footpath / Leibniz,Footpath,15,336551,False,0.327,0.987,2,-2.392,1,0.536,0.000316,0.777,0.699,0.252,173.844,4,drum-and-bass
27526,13AmD2a1pV3QXgEr8AICYB,Logistics;Ownglow;Prizm,NHS300,Flutterbyes,18,251134,False,0.575,0.884,6,-6.332,1,0.0573,0.0013,0.0297,0.343,0.399,174.017,4,drum-and-bass
27568,2dKNAj7S8pkI1bBmSGWEet,Keeno;Becca Jane Grey,All The Shimmering Things,Light Cascading,18,273617,False,0.513,0.808,4,-6.276,1,0.0427,0.064,0.169,0.0931,0.239,174.002,4,drum-and-bass
27658,71f9kMlfeeB6SrNC1VRwY3,Wilkinson;Hayla;Metrik,I Need (Wilkinson & Metrik Remix),I Need - Wilkinson & Metrik Remix,49,264827,False,0.418,0.917,4,-3.202,1,0.0396,0.000444,0.068,0.102,0.0655,173.964,4,drum-and-bass
27634,6bhAOJQ54w9QfMIiKDB6ws,Ram Trilogy,Chapter 5,Milky Way,17,348396,False,0.578,0.796,0,-8.076,1,0.0735,0.000861,0.709,0.0547,0.595,174.006,4,drum-and-bass
27430,7fkGuJM3fQOVUh5FsvkSEO,DJ Ss,We Came to Entertain (Remixes),We Came to Entertain - Subzero Remix,18,271253,False,0.349,0.987,5,-3.738,1,0.134,0.000193,0.934,0.417,0.42,174.977,4,drum-and-bass
27861,14m8zaNe63k0jBzsCs1Flv,DJ Zinc;Charlotte Haining,Friends and Fam,Therapy,54,180790,False,0.602,0.823,9,-6.066,0,0.0527,0.0376,0.000587,0.173,0.0998,174.939,4,drum-and-bass
27713,2kgoaACifswGCqd19y0BCI,Danny Byrd;GQ,Salute (feat. MC GQ),Salute,17,249759,False,0.326,0.979,7,-2.245,1,0.085,0.0011,0.0485,0.0947,0.402,174.023,4,drum-and-bass
27175,7sJDqzrY07xysc49QNsiPA,Redeyes,All Alone / Behind Closed Doors,Behind Closed Doors,21,361724,False,0.564,0.747,10,-10.15,0,0.0713,0.000699,0.932,0.0788,0.474,174.056,4,drum-and-bass
27605,2dodOQN1L3h2RUJwSEC3kE,The Upbeats,We Don't Lie,We Don't Lie,49,224914,False,0.661,0.913,1,-1.29,1,0.061,0.000362,0.308,0.0434,0.313,175.109,4,drum-and-bass
27871,0ychblZGKTLqi0aVDuHXqU,Makoto;Pete Simpson,H25PITAL,Spread Love,16,352868,False,0.51,0.896,7,-4.717,0,0.0426,0.00286,0.00177,0.113,0.325,171.745,4,drum-and-bass
27450,59OTmT50LsfZVqExj9nCHL,Dirtyphonics;Sullivan King,Vantablack,Sight Of Your Soul,46,197200,False,0.393,0.805,1,-2.52,1,0.0471,0.000555,0.000137,0.0746,0.325,74.931,4,drum-and-bass
27850,0S3b1jhjbkaeg3QYmfObXz,Sigma;Queen Millz,Little Things,Little Things,52,162844,True,0.673,0.734,7,-2.864,1,0.211,0.000331,0.0,0.354,0.391,87.03,4,drum-and-bass
27581,1B97STRzQrTku2TdMpNUzV,Goldie;Swindle,The Journey Man,Horizons,18,428698,False,0.55,0.754,6,-6.213,1,0.0488,0.137,0.0459,0.201,0.239,161.074,4,drum-and-bass
27076,530JUX50nrszQU6q5RiWSw,Chase & Status;Takura,What Came Before,Don't Be Scared (feat. Takura),47,238880,False,0.588,0.955,1,-5.271,1,0.0515,0.00109,0.785,0.36,0.665,140.024,4,drum-and-bass
27372,18JswBqtbjbIkPZTI9KK8a,BCee;Charlotte Haining,Life as We Know It,Give Me a Break,19,292513,False,0.488,0.878,11,-5.241,0,0.0381,0.0103,0.0828,0.043,0.29,173.963,4,drum-and-bass
27721,04KFWnc7aEXoddtAaw2Djn,Murdock;Goldi Phone Home,Stronger,Breathe,17,247630,False,0.643,0.924,11,-2.575,0,0.0679,0.000973,0.339,0.201,0.107,173.019,4,drum-and-bass
27136,1E3Mjrzw3Ad9b3NpjM8ZPe,Ed Solo;Elijah MC,Ruffneck,Ruffneck - 2014 DnB Mix,22,292800,False,0.716,0.922,10,-4.245,0,0.0392,0.000229,0.00292,0.0966,0.751,87.499,4,drum-and-bass
27159,2Pmz8aqad67TXz68XeJChp,Noisia;Skrillex;josh pan;Dylan Brady,Closer,Supersonic (VIP),44,206010,False,0.416,0.506,9,-7.885,0,0.1,0.0404,0.0202,0.11,0.0613,172.028,4,drum-and-bass
27291,6IVLrahIqhk1bohyMLAZ6j,Black Sun Empire;Agressor Bunx,The Wrong Room Remixed,Crash Drive - Agressor Bunx Remix,19,292503,False,0.433,0.919,10,-2.713,0,0.101,0.0171,0.913,0.114,0.0679,174.048,4,drum-and-bass
27862,4cyUMy5G8aiwZgtWmSIx5T,Loadstar,Native / Once Again,Native,16,252590,False,0.516,0.941,10,-2.954,0,0.0374,0.00716,0.00811,0.146,0.18,86.997,4,drum-and-bass
27322,6a6OOyfgG47xC6QksjFXf3,Pendulum,Synthesized,Watercolour - Radio Edit,19,207746,False,0.408,0.879,5,-4.419,0,0.0849,7.75e-05,0.0145,0.0894,0.256,174.052,4,drum-and-bass
27762,0oEfvwm10UJChwxT3lkvw7,S.P.Y,With You,With You,17,340114,False,0.615,0.706,1,-5.32,1,0.0369,0.0011,0.0359,0.201,0.268,174.951,4,drum-and-bass
27070,3VPBqHUd17ZvEgabW9ZOUU,Maduk;Veela,Ghost Assassin EP,Ghost Assassin - Original Mix,50,221624,False,0.483,0.923,7,-4.477,1,0.0475,0.00809,4.06e-05,0.0929,0.0798,176.001,4,drum-and-bass
27356,5yvKG1EbA7pT6fNwzjuj6Q,Sigma;Kelly Kiara;ZieZie,Give It To Me,Give It To Me,46,169784,False,0.766,0.865,9,-4.172,0,0.0497,0.0867,0.0,0.138,0.655,116.007,4,drum-and-bass
27360,4DN5oc2IqKbCAezYmA97ul,DC Breaks,Swag / Proton,Swag,20,311724,False,0.665,0.907,1,-0.267,1,0.0928,0.000345,0.844,0.0574,0.56,174.015,4,drum-and-bass
27107,1QpSeLx3XbPAyjYAAe12w0,Metrik;Grafix,Overdrive / Parallel (VIP),Overdrive,48,281379,False,0.434,0.904,1,-3.994,1,0.0387,0.00142,0.635,0.931,0.349,173.982,4,drum-and-bass
27266,2rQRgWsRbEwEgrjF2IdgzU,Alix Perez;Icicle,Enchiridion,Live With It,20,272968,False,0.685,0.832,8,-5.8,0,0.123,0.00111,0.873,0.0507,0.479,172.04,4,drum-and-bass
27831,45R2cI2uQ5t0dheygtsuSW,SHY FX;T. Power,Feelings,Feelings - Incognito Remix,15,286734,False,0.59,0.948,4,-2.559,0,0.156,0.0397,0.0261,0.114,0.48,177.949,4,drum-and-bass
27139,7oo2wT4ibeCm8NIFGBDLXM,Camo & Krooked;Ian Shaw,Red Bull Symphonic,Move Around - Red Bull Symphonic,24,219432,False,0.395,0.841,0,-4.819,0,0.0418,0.039,0.0948,0.672,0.0421,87.62,4,drum-and-bass
27185,0amRrbYl4vKvp9ZvlmKsm0,The Prototypes,Rocket Guns Blazin',Rocket Guns Blazin',21,296551,False,0.516,0.983,1,-2.377,1,0.0838,0.000186,0.92,0.361,0.212,174.038,4,drum-and-bass
27729,0mPIbgxIqR7yQ8anzvxb56,State of Mind;Audio,Eat the Rich - Remixes,No-Operative - Audio Remix,17,353103,False,0.243,0.93,7,-4.263,1,0.0957,0.00026,0.921,0.575,0.0831,174.077,4,drum-and-bass
27689,2ynM2eDc5P15n7nZSpjSoK,Audio,Genesis Device,Genesis Device,16,342052,False,0.461,0.945,8,-3.194,0,0.134,0.000102,0.703,0.161,0.424,173.787,4,drum-and-bass
27948,7BnaUk9XsE7vFb7x93bAbB,Keeno;Alice Gasson,Futurist,Etchings On A Glass Heart,16,269629,False,0.444,0.799,0,-6.65,1,0.0423,0.00461,0.669,0.106,0.0383,175.01,4,drum-and-bass
27306,6sHEMuTKHJYwSJ8OK2pfpB,Hybrid Minds;Lily Denning,Better Now,Better Now,53,231836,False,0.456,0.921,11,-2.983,0,0.0517,0.0404,0.0013,0.129,0.0739,86.949,4,drum-and-bass
27815,4YYfTZMJIkb6a8cx61hkPr,Ulterior Motive,The Real - EP,Jungle Jam,15,382187,False,0.687,0.942,4,-4.393,0,0.0735,0.00127,0.681,0.0842,0.45,171.981,4,drum-and-bass
27307,3aE4H40sir4lVzMG7MxYBj,Matrix & Futurebound;Max Marshall,Mystery Machine,Control,48,228969,False,0.511,0.897,9,-2.087,0,0.0324,0.218,0.000142,0.573,0.369,86.994,4,drum-and-bass
27650,5PuJ00qKGWqbGeeWbt8WJb,Andy C;Fiora,Heartbeat Loud,Heartbeat Loud,54,179650,False,0.421,0.961,3,-1.059,1,0.0428,0.00174,0.000887,0.115,0.5,174.046,4,drum-and-bass
27977,4QNxCbsv4o7y4pb1okB0Om,Camo & Krooked,SSX,Heat,16,212013,False,0.319,0.868,2,-7.217,1,0.0514,5.42e-05,0.931,0.197,0.0986,174.968,4,drum-and-bass
27324,0mq1EXi25f8XhPC0x3fiZk,Jonny L;Ed Solo;Dope Ammo,Hurt You So (Ed Solo & Dope Ammo VIP RemIx),Hurt You So - Ed Solo & Dope Ammo VIP Remix,19,210514,False,0.611,0.932,11,-2.436,1,0.0477,0.00153,0.758,0.0611,0.554,87.525,4,drum-and-bass
27059,64I0O6ZipYryKte1cHA2EY,Chase & Status;Plan B,No More Idols,End Credits,60,200600,False,0.324,0.783,1,-4.808,0,0.0346,0.00929,0.0117,0.0888,0.0788,116.704,3,drum-and-bass
27299,35Dz6ln5qFTQgg41EAzx1U,DJ Fresh;Dutty Moonshine Big Band,Gold Dust (10th Anniversary Remixes),Gold Dust - Dutty Moonshine Big Band Remix,20,211003,False,0.692,0.916,0,-4.528,1,0.0928,0.000478,0.536,0.652,0.735,156.968,4,drum-and-bass
27629,7hPAjg62ftwJSkfBNXiJn0,Random Movement,Goblin Jazz Banquet EP,Goblin Jazz Banquet,17,312750,False,0.684,0.965,1,-5.874,1,0.119,0.00247,0.824,0.082,0.837,175.031,4,drum-and-bass
27619,0f3xfyBAJe3vtQvyMFYlRq,BCee;Charlotte Haining,Life as We Know It,History,17,290742,False,0.591,0.901,10,-4.578,0,0.0406,0.1,0.338,0.0749,0.55,87.486,4,drum-and-bass
28453,0sBW1wri8FQX4PsCmyF0Pm,ILLENIUM,I'll Be Your Reason,I'll Be Your Reason,47,219882,False,0.559,0.777,8,-5.64,0,0.369,0.0251,0.000198,0.246,0.352,170.114,4,dub
28794,5D8kHGzGs3UXCipHyxZplO,Horace Andy,Serious Times,Love,27,239546,False,0.686,0.575,11,-8.429,0,0.261,0.0126,0.0,0.0954,0.616,160.327,4,dub
28209,76I3PmbGZazzNlEwlp1y85,Zomboy,Lone Wolf,Lone Wolf,54,256500,False,0.502,0.981,1,-1.573,1,0.0616,0.00177,0.4,0.154,0.208,150.013,4,dub
28309,08ypS6EF8F13l8EUa5I2J4,Feint;CoMa,Snake Eyes,Snake Eyes,56,264834,False,0.501,0.815,7,-5.882,0,0.0747,0.000425,0.115,0.264,0.175,173.937,4,dub
28741,7DGciw6JNzvNtdmvvANsHV,BaianaSystem,BaianaSystem,Barravenida,27,297360,False,0.646,0.651,7,-10.789,0,0.0328,0.0025,0.739,0.17,0.672,133.985,4,dub
28578,6LKJwN8aF3uYod3JUPXjQR,Feint;Boyinaband;Veela,Monstercat - Best of DnB & Drumstep Vol. 1,Time Bomb,52,211644,False,0.337,0.811,11,-4.925,1,0.0339,0.000483,0.0213,0.182,0.227,175.014,4,dub
28896,4x1dynYtUzXgbYvpTo37Uy,Groundation,Upon The Bridge,Down,26,255586,False,0.796,0.454,9,-8.518,0,0.109,0.0843,0.000617,0.113,0.467,109.797,4,dub
28545,2dyDSWM5tzbssqqN4LyGCV,BaianaSystem,Duas Cidades,"Barravenida, Pt. 2",31,392638,False,0.532,0.844,0,-6.393,1,0.104,0.18,0.000174,0.0869,0.0822,137.954,4,dub
28436,3507Teuh1vj1L5eMAJj80O,Virtual Riot,The Classics,Energy Drink,51,303777,False,0.817,0.927,7,-4.119,0,0.22,0.0477,0.0563,0.102,0.443,128.029,4,dub
28679,2CfNnviw8KsMGGcJ5RtZ61,Tritonal;Eric Lumiere;Steve Brian,Live In The Sky (Original + Steve Brian Remix),Live In The Sky - Steve Brian Remix,49,210476,False,0.582,0.785,11,-6.984,1,0.0373,0.00252,0.344,0.351,0.175,126.039,4,dub
28936,2n7I03LjJgjsVmEXns0X5o,Joe Gibbs,Dub Serial,Money In My Pocket Version,24,136200,False,0.761,0.522,5,-9.362,0,0.0845,0.0366,0.938,0.123,0.893,152.34,4,dub
28635,6KGggJ08SRmMuJojRYM4Lv,Max Romeo;The Upsetters,War Ina Babylon (Expanded Edition),Chase The Devil,60,206306,False,0.825,0.62,2,-6.083,1,0.211,0.183,0.0,0.0822,0.744,150.243,4,dub
28867,5vmRAlW1hZRxg5A96v0aW9,ILLENIUM;Jon Bellion;SLANDER,ASCEND (Remixes),Good Things Fall Apart (with Jon Bellion) [SLANDER Remix],43,238566,False,0.343,0.42,2,-10.635,1,0.0434,0.0292,0.00075,0.253,0.0557,147.389,4,dub
28603,5GmhrrcziQz36B3R4AyJYE,Seven Lions;Skyler Stonestreet,Where I Won't Be Found,Freesol,48,210884,False,0.443,0.727,0,-5.171,0,0.0984,0.0987,9.35e-06,0.118,0.424,74.827,4,dub
28721,3xvpj0Mg11Zfd3uilK0U5C,Misael Gauna;Noctilucent,Some Day,Some Day,37,230129,False,0.61,0.54,1,-8.896,1,0.0325,0.0635,0.00592,0.0788,0.149,139.978,4,dub
28070,0q7oMII7kWTj1ZSX6GT6LU,ILLENIUM;Annika Wells,Awake,Crawl Outta Love,59,242011,True,0.377,0.723,7,-2.951,1,0.046,0.181,0.0,0.0815,0.167,84.139,4,dub
28825,2gFWRRNYsEe4h1zOEiVWrv,Far Out,Bridges in Time,Overdrive,39,260232,False,0.35,0.909,3,-4.638,0,0.0667,0.0015,0.904,0.191,0.343,171.907,4,dub
28468,4bMlXWjGoIFXNMrZNpthe7,Said The Sky;Kerli,Wide-Eyed,Never Gone,43,243200,False,0.407,0.647,2,-4.69,1,0.0384,0.178,3.65e-06,0.361,0.196,149.91,4,dub
28382,2shiTxgdnUwSxvIPil0BZA,N3WPORT;Medyk,Stars Belong With You,Stars Belong With You,41,302400,False,0.441,0.484,11,-8.174,1,0.0294,0.18,7.19e-05,0.0984,0.0385,99.995,4,dub
28208,23dkiG5UbLxVCvZX8zYiDA,ILLENIUM;Annika Wells,Paper Thin,Nightlight,32,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4,dub
28570,1DGL99DXQ10Su9z5Ci4ION,The Viceroys,"Iroko Showcase, Vol. 2: Memories",Why,60,146623,False,0.869,0.641,6,-6.218,0,0.0401,0.0168,0.000824,0.0624,0.932,134.0,4,dub
28377,0gVtTa42rQFm2gW1uGSxKu,if found,Dead of Night,Dead of Night,42,233333,False,0.469,0.868,2,-4.342,1,0.138,0.0064,0.000734,0.357,0.169,179.992,4,dub
28899,3cBmxgIxmU1dZkQ82ZEzuv,Steel Pulse,True Democracy,Your House - Dub Version,26,228653,False,0.724,0.487,10,-9.706,0,0.0926,0.00283,0.319,0.787,0.787,77.072,4,dub
28888,6usWGVQZLBlc1XJA3RHyJ3,Half Pint,Pick Your Choice,Mary Long Tongue,27,189360,False,0.776,0.426,1,-11.95,1,0.177,0.0151,0.0,0.227,0.801,77.293,4,dub
28902,0rch4LXVKv8auzUU8TQh4x,Borgore;Miley Cyrus,#NEWGOREORDER,Decisions (feat. Miley Cyrus),49,198857,True,0.565,0.934,7,-1.576,0,0.0613,0.00361,2.29e-06,0.295,0.634,139.941,4,dub
28059,7ksAGloyLZyKThB86rErvT,ILLENIUM;Annika Wells,Fallen Embers,Nightlight,52,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4,dub
28168,4ZAerT2NicBmzZ4VkpmWEn,ILLENIUM;RUNN,Awake,Free Fall,51,205970,False,0.429,0.525,2,-4.399,1,0.0382,0.458,6.35e-05,0.124,0.228,133.897,4,dub
28249,6LcDgsJUPj70eb0NONh5q6,BaianaSystem,Duas Cidades,Bala na Agulha,36,247000,False,0.688,0.864,10,-4.957,0,0.151,0.269,0.000172,0.0357,0.667,180.052,4,dub
28811,0e0UxWGgjXoYAYUFhJgwji,ILLENIUM;Gryffin;Daya,Awake,Feel Good,42,248156,False,0.626,0.707,2,-4.761,1,0.0335,0.22,0.0,0.221,0.481,138.062,4,dub
28344,0WY5hHz6Un8tU3fwFiQlPy,Cidade Verde Sounds,Acústico,Nunca É Tarde - Acústico,32,248934,False,0.745,0.538,0,-7.489,1,0.207,0.814,0.0,0.0786,0.697,79.959,4,dub
28595,5jPPbInoWNDVOBCyKCvvec,BaianaSystem;Roberto Mendes,BaianaSystem,Nesse Mundo,30,222613,False,0.747,0.521,2,-9.483,0,0.0325,0.638,0.0304,0.118,0.498,120.035,4,dub
28318,21kVD9H40rRQkGmcMi01Fl,yetep;Caslow;Lexi Scatena,First Place,First Place,45,193655,False,0.563,0.809,6,-6.069,1,0.0478,0.0226,4.54e-06,0.129,0.3,145.078,4,dub
28625,0nejfXN5tjdICWIdfakXWx,Porter Robinson;Urban Cone,Worlds,Lionhearted,50,266106,False,0.621,0.74,8,-6.925,1,0.034,0.0244,0.00219,0.174,0.349,119.993,4,dub
28542,0JZZ3Ae4P3jlH3R4wZUbN5,Steel Pulse,African Holocaust,Global Warning,29,292866,False,0.806,0.679,1,-6.579,1,0.259,0.0465,0.0,0.0431,0.811,77.139,4,dub
28622,6qLM7FY8SPWYIyKKhzzVO0,PEEKABOO,Here With Me,Here With Me,55,223999,False,0.64,0.59,1,-2.502,0,0.0691,0.0495,0.206,0.144,0.103,90.047,4,dub
28695,6HqsVjYLguCJVC4yO7muxp,Groundation,Each One Teach One (Remixed and Remastered),Each One Teach One - Remixed and Remastered,28,342280,False,0.597,0.639,1,-6.317,0,0.169,0.0465,1.03e-06,0.157,0.633,130.44,4,dub
28158,03EuhmMsEHVFI9ytainStU,Flux Pavilion,Lines in Wax,I Can't Stop,56,303911,False,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,4,dub
28198,6obKVxeFrGmTuFlvBzHiEm,Althea And Donna,70s Summer Party,Uptown Top Ranking,37,233786,False,0.872,0.495,7,-7.903,1,0.2,0.467,0.0,0.0921,0.948,80.632,4,dub
28662,707qqokrSYnzJO5FoGIvFL,Champagne Drip;Lucii,Me and You,Me and You,56,226285,False,0.498,0.756,0,-4.921,1,0.0299,0.00423,0.00313,0.195,0.138,139.93,4,dub
28597,2MYeZzeboxCw06rRhd84Y9,Groundation,Each One Teach One (Remixed and Remastered),Rome - Remixed and Remastered,29,306293,False,0.729,0.658,11,-6.582,0,0.145,0.0242,4.65e-05,0.16,0.77,94.493,4,dub
28789,7DOuM8cAxWRssJnWQO3tLE,The Meow Meows,Somehow We Met,Siberian Soup,27,227278,False,0.623,0.645,8,-5.524,1,0.0278,0.0136,0.00379,0.0895,0.336,141.088,4,dub
28380,7hCZVX8ogwzgszIKtkD6Bv,Jason Ross;Blanke;Chandler Leighton,One More Day (with Chandler Leighton),One More Day (with Chandler Leighton),47,272000,False,0.444,0.719,1,-3.513,0,0.0666,0.122,5.3e-06,0.115,0.159,149.941,4,dub
28938,5SamB3c4eezfqLNmGb5KMx,Steel Pulse,Smash Hits,Blues Dance Raid,26,293400,False,0.792,0.542,4,-9.192,0,0.0884,0.00165,0.000108,0.0588,0.859,164.922,4,dub
28425,6OzRF5Oqmsb1Ec1sMKY4g7,William Black;Forester,Pieces,Need You Now,40,203720,False,0.588,0.719,10,-6.897,1,0.035,0.639,0.0037,0.113,0.149,128.981,4,dub
29453,4sJAm5WXrKBycKF20bgEqB,Krewella,Be There,Be There,38,199755,False,0.583,0.729,6,-4.525,1,0.0314,0.0909,2.02e-05,0.367,0.318,144.994,4,dubstep
29793,7pCOQEjSzfBAswhwEusLh1,ILLENIUM;Nevve;Trivecta,Awake (Remixes),Fractures (Trivecta Remix),42,301500,False,0.47,0.852,4,-4.621,1,0.237,0.0119,0.00232,0.128,0.198,160.02,4,dubstep
29209,0C79m0V3CqruSMxOvHCwt3,MARAUDA;Scarlxrd,HEAVE,HEAVE,54,360000,True,0.393,0.99,1,-3.464,1,0.342,0.0134,0.276,0.386,0.129,132.495,4,dubstep
29309,6r1Rdp605VoB2NoEVx4mFW,STUCA,Henny (VIP),Henny - VIP,47,150875,False,0.597,0.985,1,-5.467,1,0.169,0.0502,0.462,0.138,0.179,105.005,4,dubstep
29740,5wRosZhB66DzD6WSnt0XyX,DJ Noiz;Konecs;Vili Langi,Ofa Mai,Ofa Mai,50,184581,False,0.872,0.78,10,-4.06,1,0.068,0.0712,0.0,0.0643,0.695,106.009,4,dubstep
29578,54zrIs7UXX7kp3sFj7mlvG,Kai Wachi;YMIR,SKINS,Skins,49,310607,False,0.523,0.562,2,-3.504,1,0.0445,0.0405,6.72e-05,0.15,0.206,139.997,4,dubstep
29896,7nwVLrbEvFNH5sdPepvHjl,Dion Timmer;Excision;Monika Santucci,Subsidia Dawn: Vol. 4,Broken Pieces,22,211764,False,0.527,0.935,3,-0.319,1,0.0429,0.0158,3.01e-06,0.089,0.155,102.065,4,dubstep
29545,1kQ0aj0mnjd5xKrYKLZo64,ILLENIUM;Foy Vance,ASCEND,Blood (with Foy Vance),43,248000,False,0.358,0.896,4,-4.547,0,0.159,0.083,0.0014,0.372,0.1,75.192,4,dubstep
29436,3wfe7TOR3KtSczB4HAzSg9,DJ Noiz;Konecs;Tashay,Ofa Mai Og,Ofa Mai Og,46,209495,False,0.877,0.697,10,-2.565,1,0.0345,0.113,0.0,0.0549,0.739,102.008,4,dubstep
29678,6uWjyVRDBaTnYGleHuQ19Q,Dabin;NURKO;Donovan Woods,Between Broken,When This Is Over,42,182988,False,0.609,0.639,11,-6.239,1,0.0297,0.0193,6.29e-06,0.0623,0.435,129.976,4,dubstep
29936,6r1BGYEUf8JokpctyQJJFU,Compa;Zapata El Fido,"Pegao, Pegao",Mueve y Sacude,45,164573,False,0.515,0.899,9,-4.276,0,0.204,0.298,0.000844,0.0653,0.917,114.109,3,dubstep
29635,5ctgndouYusLD9HgXhSzRU,ILLENIUM;Sasha Alex Sloan;Lemaitre,Fallen Embers (Remixes),U & Me - Lemaitre Remix,43,189265,False,0.552,0.604,1,-6.442,1,0.0368,0.00524,8.95e-06,0.0747,0.0889,87.966,4,dubstep
29866,2ZkQDs0kJlNJzdnVgi2j52,Dirtyphonics;Ecraze;Evilnoiz,Pantheon (EVILNOIZ Remix),Pantheon - Evilnoiz Remix,36,254896,False,0.48,0.979,11,0.006,1,0.166,0.0854,0.000298,0.267,0.18,144.774,4,dubstep
29603,7behMMmmyTzM0MGfMwiq5Z,GhostDragon;Daye,re-collide,re-collide,41,168000,False,0.486,0.67,1,-9.348,1,0.0417,0.0245,0.000175,0.576,0.238,145.031,4,dubstep
29720,10dLRZ7GCIXEuUuONkNcxI,Champagne Drip;Crystalline,Starman,Kaleidoscope (Feat. Crystalline),54,211875,False,0.613,0.685,0,-6.054,1,0.0408,0.00701,0.00543,0.0907,0.122,127.991,4,dubstep
29070,5kvFBu6jDJMECOqmD7OwUx,Trivecta;Amidy;RØRY,Riptide,Riptide,50,199500,False,0.296,0.719,4,-5.03,1,0.0526,0.0161,0.0,0.328,0.121,159.926,4,dubstep
29824,7ch5cYBMrDwIq79unJW0lw,Dodge & Fuski;Nick Thayer,Playboy,Playboy,39,213600,False,0.789,0.861,0,-5.351,1,0.114,0.0242,0.139,0.329,0.411,99.971,4,dubstep
29468,46GMwaaG22TQoKbtj4O2rU,"ILLENIUM;nothing,nowhere.",Fallen Embers,Losing Patience,46,231000,False,0.518,0.879,1,-3.087,1,0.119,0.0603,0.0,0.261,0.29,159.833,4,dubstep
29382,6OzRF5Oqmsb1Ec1sMKY4g7,William Black;Forester,Pieces,Need You Now,40,203720,False,0.588,0.719,10,-6.897,1,0.035,0.639,0.0037,0.113,0.149,128.981,4,dubstep
29208,1TJWMiPWkDkPma4XE2ovhp,nøll;damnboy!,voicemails,voicemails,42,202000,True,0.753,0.558,10,-6.707,0,0.0425,0.216,0.0,0.939,0.576,120.055,4,dubstep
29570,3CExJpkcpoKeu1ETWlgT8B,Slippy;Danyka Nadeau,Resonate,Resonate,43,231724,False,0.463,0.642,4,-6.468,0,0.0378,0.0661,4.06e-06,0.0808,0.11,145.043,4,dubstep
29377,26Z9su5cZTyfayv4F2ho5f,Hellberg;Aaron Richards,Synchronize (VIP / Acoustic),Synchronize - VIP,44,245156,False,0.486,0.756,10,-5.02,1,0.0403,0.289,0.0015,0.222,0.489,145.034,4,dubstep
29899,28dkjDxyActwKZJqY9vpQB,Boogie T;bàwldy,Joint Force EP,Ole Possum,23,232285,False,0.653,0.7,11,-5.161,1,0.0579,0.0221,0.025,0.0675,0.454,139.771,4,dubstep
29887,0yotOi6EFaBal5Gy7YVcuI,Subtronics;Nevve,FRACTALS,Spacetime (feat. NEVVE),54,168000,False,0.709,0.802,4,-1.146,0,0.137,0.0877,1.43e-05,0.323,0.546,140.072,4,dubstep
29902,7tEw92LHeMiwnp3eqpmiWL,KDrew;Hvnnibvl,Body of Gold,Body of Gold,37,216990,False,0.686,0.762,9,-4.565,1,0.0423,0.0805,0.0,0.358,0.268,102.997,4,dubstep
29059,7ksAGloyLZyKThB86rErvT,ILLENIUM;Annika Wells,Fallen Embers,Nightlight,52,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4,dubstep
29168,2N6qMBL0E2G55pKKmkCDce,Hairitage,High Life,High Life,42,155192,True,0.606,0.989,7,-0.929,1,0.0566,0.00569,0.124,0.276,0.408,129.99,4,dubstep
29249,0bCGYk407DfAJOiOM5ifi6,DJ Noiz;Mikey Mayz,Still The One,Still The One,51,139166,False,0.686,0.462,1,-8.278,1,0.0382,0.00603,0.0,0.117,0.689,143.99,4,dubstep
29810,0XdmzOmGiPoNEfNK4BslVo,Blanke;RUNN,Lights Out,Lights Out,38,233925,False,0.553,0.756,1,-2.567,1,0.0486,0.117,0.0,0.362,0.118,130.044,4,dubstep
